Date of Sale,Address,Location,Area,Total Area,Rooms,Plot,Closing Price
13 februari 2019,Rostock 362,"Bohuslän,Kungälvskommun",131.5,,5,1070,4650000
12 februari 2019,Tjuvkil 460,"Tjuvkil,Kungälvskommun",115+20,135.0,4,1231,3900000
11 februari 2019,Sjöhed 310,"Kärna-Harestad,Kungälvskommun",103+81,184.0,5,1208,3700000
11 februari 2019,Galärgatan 3,"Komarken,Kungälvskommun",108+65,173.0,4,628,4200000
8 februari 2019,Bastövägen 4,"Överön-Kärna,Kungälvskommun",100+60,160.0,6,2786,4995000
7 februari 2019,Furuvägen 1,"Diseröd,Kungälvskommun",108+32,140.0,5,742,2795000
7 februari 2019,Prejelvägen 112,"Centrum,Kungälvskommun",142,,5,382,5300000
4 februari 2019,Hallsbrovägen  14,"Kärna,Kungälvskommun",145+61,206.0,6,2108,3700000
1 februari 2019,Nämndemansvägen  12,"Ytterby,Kungälvskommun",152,,6,680,3895000
1 februari 2019,Lyckevägen 3,"Kärna,Kungälvskommun",120+72,192.0,5,2857,3770000
1 februari 2019,Häradsvägen 24,"Ytterby,Kungälvskommun",130,,5,342,3387500
30 januari 2019,Backsippegatan  4,"Ytterby-Tornhaga,Kungälvskommun",115,,5,577,3300000
30 januari 2019,Rishammar 262,"Kareby,Kungälvskommun",186,,6,5205,4550000
27 januari 2019,Vitsippegatan 4,"Ytterby-Tornhaga,Kungälvskommun",189,,8,626,4700000
24 januari 2019,Galeasgatan 17,"Centrum,Kungälvskommun",189+100,289.0,6,574,5425000
22 januari 2019,Vältvägen 509,"Ullstorp,Kungälvskommun",105,,4,319,4550000
21 januari 2019,Gategården 250,"Hålta,Kungälvskommun",140+26,166.0,5,1500,3990000
21 januari 2019,Rondan 37,"Ödsmålsmosse/Rörtången,Kungälvskommun",80,,4,1617,2850000
20 januari 2019,Kantorvägen 3,"Diserödcentrum,Kungälvskommun",165+14,179.0,5,761,4100000
19 januari 2019,Hemvägen  15,"Romelanda,Kungälvskommun",119+19,138.0,5,398,3550000
18 januari 2019,Tvetgatan 43,"Tveten,Kungälvskommun",109,,5,156,3450000
17 januari 2019,Rörmossevägen  120,"Bohuslän,Kungälvskommun",170+81,251.0,5,4070,4575000
15 januari 2019,Parkgatan 11,"Bohuslän,Kungälvskommun",260,,9,513,6700000
11 januari 2019,Kristiansborg 170,"Tjuvkil,Kungälvskommun",77+55,132.0,6,1295,3700000
8 januari 2019,Vena 328,"Ytterby-Vena,Kungälvskommun",125,,5,1520,4100000
17 november 2015,Skårby Station 452,"Kareby,Kungälvskommun",122,,2,2963,3500000
9 november 2015,Bergliden 20,"Aröd,Kungälvskommun",65+36,101.0,3,1322,2210000
8 november 2015,Plogvägen 184,"KungälvUllstorp,Kungälvskommun",122,,5,363,4410000
3 november 2015,Hällristningsgatan 8,"Ytterby,Kungälvskommun",103,,,262,3500000
2 november 2015,Jörlandavägen 3,"Kode,Kungälvskommun",115+48,163.0,5,1165,2325000
2 november 2015,Häljeröd 320,"Romelanda,Kungälvskommun",144+24,168.0,5,5814,3950000
30 oktober 2015,Rådmansgatan 13,"Centrum,Kungälvskommun",92+92,184.0,5,636,4900000
30 oktober 2015,Lundby 180,"Kareby,Kungälvskommun",200+63,263.0,7,1518,3400000
30 oktober 2015,Vedhallsvägen 8,"Kärna,Kungälvskommun",116+72,188.0,6,1864,2250000
23 oktober 2015,Guddeby 250,"Ytterby,Kungälvskommun",174,,8,1733,4000000
23 oktober 2015,Kareby Kyrkväg 340,"Kareby,Kungälvskommun",183,,5,1010,2950000
22 oktober 2015,Stora Ryr 280,"Bohuslän,Kungälvskommun",96+15,111.0,3,2254,1950000
20 oktober 2015,Fontinvägen 22,"Kungälv-Centrum,Kungälvskommun",130+140,270.0,8,1034,5900000
19 oktober 2015,Gamla Trollhättevägen 22,"Kungälv,Kungälvskommun",65+60,125.0,2,1246,2000000
18 oktober 2015,Settungsvägen 36,"KungälvUllstorp,Kungälvskommun",140+20,160.0,6,362,4800000
16 oktober 2015,Bergåsvägen 21,"YtterbyTunge,Kungälvskommun",130+70,200.0,6,972,3570000
14 oktober 2015,Kämpegatan 5,"KungälvCentralt,Kungälvskommun",107+105,212.0,6,842,3850000
14 oktober 2015,Häljeröd 330,"Kungälv,Kungälvskommun",145+5,150.0,6,6686,4055500
14 oktober 2015,Mjölnarvägen 14,"Romelanda,Kungälvskommun",124+85,209.0,5,820,3200000
13 oktober 2015,Hjälmgatan 9,"Ytterby,Kungälvskommun",96+6,102.0,3,467,3225000
12 oktober 2015,Rävo 130,"Hålta,Kungälvskommun",114+114,228.0,5,5500,4350000
8 oktober 2015,Veneröd 540,"Hålta,Kungälvskommun",250,,7,1982,4065000
8 oktober 2015,Ulvesund 110,"Ytterby,Kungälvskommun",153+50,203.0,4,3024,3200000
7 oktober 2015,Helgonagatan 50,"Munkegärde,Kungälvskommun",117,,4,1675,2416667
7 oktober 2015,Bärnstensvägen 11,"Kode,Kungälvskommun",98+75,173.0,6,1005,3195000
28 september 2015,Rosenstensvägen 11,"Kode,Kungälvskommun",140+15,155.0,5,562,3350000
26 september 2015,Gårdskiftegatan 13,"Ytterby-Tega,Kungälvskommun",140,,5,1034,3995000
26 september 2015,Storskiftegatan 96,"YtterbyTegaKungälv,Kungälvskommun",140,,5,810,4050000
24 september 2015,Ingetorp 130,"Kode,Kungälvskommun",120+60,180.0,5,1874,3050000
22 september 2015,Solvagnsgatan 42,"Ytterby-Stället,Kungälvskommun",138+12,150.0,5,401,4325000
21 september 2015,Settungsvägen 42,"Ullstorp,Kungälvskommun",149,,7,620,4900000
17 september 2015,Häljeröd 250,"Romelanda,Kungälvskommun",108,,6,7088,2995000
17 september 2015,Tofta 330,"Tofta,Kungälvskommun",110,,5,2927,6700000
16 september 2015,Stämmdalen 120,"Lycke,Kungälvskommun",96+66,162.0,5,1104,1895000
13 september 2015,Lökebergsvägen 27,"KungälvLökeberg,Kungälvskommun",120+45,165.0,5,1198,3840000
11 september 2015,Brunnefjäll 180,"KärnaVedhall,Kungälvskommun",143+60,203.0,5,1887,3470000
10 september 2015,Häljeröd 270,"Romelanda-Diseröd,Kungälvskommun",111+88,199.0,6,3100,2495000
10 september 2015,Buderöd 160,"Kode,Kungälvskommun",118+84,202.0,5,22600,4075000
9 september 2015,Tegskiftegatan 48,"YtterbyTegaKungälv,Kungälvskommun",157+102,259.0,9,1083,4950000
3 september 2015,Broberg 130,"Bohuslän,Kungälvskommun",130+37,167.0,6,2400,3425000
2 september 2015,Sköldgatan 4,"Ytterby,Kungälvskommun",95+8,103.0,3,399,3075000
31 augusti 2015,Korpedalsvägen 10,"Aröd,Kungälvskommun",73.5,,3,1099,1850000
31 augusti 2015,Käckås 110,"Ytterby,Kungälvskommun",98+87,185.0,5,11226,4400000
28 augusti 2015,Diserödsvägen 7,"KungälvRomelandaDiseröd,Kungälvskommun",127+52,179.0,5,737,2830000
26 augusti 2015,Västra Strandgatan 17,"Kungälv-Centrum,Kungälvskommun",130+80,210.0,5,690,3575000
13 augusti 2015,Lövön 410,"Lövön-Kungälv/Marstrand,Kungälvskommun",93,,3,2467,3050000
30 juli 2015,Toftebergsvägen 2,"Tjuvkil,Kungälvskommun",82+6,88.0,4,1085,1550000
24 juli 2015,Truskärsvägen 7,"Tjuvkil,Kungälvskommun",181+83,264.0,6,3390,4350000
10 juli 2015,Lundby 450,"Kungälv-Kareby,Kungälvskommun",125+142,267.0,5,2522,3525000
9 juli 2015,Solskiftegatan 63,"ÖvreTega-Ytterby,Kungälvskommun",171+31,202.0,6,810,4300000
8 september 2020,Stora Ryr 110,"Lycke,Kungälvskommun",116+76,192.0,7,1434,3795000
8 september 2020,Kungälvsvägen 64,"Centralt,Kungälvskommun",137+58,195.0,5,853,5350000
5 september 2020,Bremnäs 190,"Lycke,Kungälvskommun",120+91,211.0,,1559,2700000
5 september 2020,Prejelvägen 117,"Ullstorp,Kungälvskommun",122+15,137.0,5,596,5560000
4 september 2020,Lievägen 234,"Kungälv,Kungälvskommun",106,,4,319,4850000
3 september 2020,Situlagatan 4,"Stället,Kungälvskommun",138,,5,636,6040000
3 september 2020,Djupuddsvägen 2,"Marstrand-Instön,Kungälvskommun",135,,5,1268,5100000
3 september 2020,Hallbjörtorp 410,"Kärna,Kungälvskommun",172,,6,1884,5050000
1 september 2020,Tvetgatan 223,"Tveten,Kungälvskommun",130,,5,138,3375000
30 augusti 2020,Grönviksvägen 22,"Kärna/Sundhammar,Kungälvskommun",130+70,200.0,4,1741,6800000
28 augusti 2020,Kungälvsvägen 37,"Grinden,Kungälvskommun",89,,4,227,3981000
27 augusti 2020,Marielundsvägen 11,"Koön,Kungälvskommun",166,,6,1074,6145000
27 augusti 2020,Harkvägen 347,"Ullstorp,Kungälvskommun",126,,4,,4500000
23 augusti 2020,Romelandavägen 110,"Centralt,Kungälvskommun",125+37,162.0,4,701,3700000
21 augusti 2020,Kareby kyrkväg 258,"Kareby,Kungälvskommun",106,,4,617,3300000
21 augusti 2020,Gråstensvägen 14,"Kode,Kungälvskommun",94+96,190.0,5,1424,3550000
21 augusti 2020,Klövergången 7,"Centralt,Kungälvskommun",125,,4,401,4300000
20 augusti 2020,Stora Risby 540,"Bohuslän,Kungälvskommun",47,,3,902,2725000
20 augusti 2020,Rävo 120,"Hålta,Kungälvskommun",96+64,160.0,5,1819,2300000
17 augusti 2020,Rådmansgatan 21,"Kungälv-Centrum,Kungälvskommun",120+74,194.0,5,964,6530000
13 augusti 2020,Ametistvägen 12,"Kode,Kungälvskommun",107,,5,918,4250000
13 augusti 2020,Lingonvägen 11,"Centralt,Kungälvskommun",123+24,147.0,4,742,5700000
12 augusti 2020,Munkegärdegatan 313,"Munkegärde,Kungälvskommun",135+20,155.0,5,309,4800000
12 augusti 2020,Norrmannebo 440,"Romelanda,Kungälvskommun",81+79,160.0,5,2036,3550000
12 augusti 2020,Rostock 170,"Romelanda,Kungälvskommun",84+88,172.0,4,1544,3500000
10 augusti 2020,Hallbjörtorp 350,"Kärna,Kungälvskommun",130+40,170.0,7,80081,5100000
10 augusti 2020,Harkvägen 337,"Ullstorp,Kungälvskommun",131,,5,,5410000
5 augusti 2020,Mjölnarvägen 3,"Diseröd,Kungälvskommun",137,,5,534,3830000
4 augusti 2020,Bredsten 300,"Bredsten,Kungälvskommun",119,,,1889,4100000
4 augusti 2020,Stinneröd 130,"Romelanda,Kungälvskommun",187,,6,1468,4150000
3 augusti 2020,Spaghamnsvägen 10,"TjuvkilnäraMarstrand,Kungälvskommun",165+20,185.0,5,1280,12500000
31 juli 2020,Storskiftegatan 13,"Tega,Kungälvskommun",130,,5,145,3800000
30 juli 2020,Hålta Annex 110,"Hålta,Kungälvskommun",217+8,225.0,8,42350,7250000
28 juli 2020,Lid 170,"Diseröd,Kungälvskommun",86+51,137.0,4,6235,2460000
27 juli 2020,Knaverstad-Ryr 450,"Kode,Kungälvskommun",78,,3,885,3500000
25 juli 2020,Bergsgatan 10,"MarstrandKoön,Kungälvskommun",175+100,275.0,6,896,6900000
24 juli 2020,Bråta 140,"Romelanda,Kungälvskommun",35+5,40.0,3,2165,1475000
23 juli 2020,Grokareby 210,"Kareby,Kungälvskommun",70,,4,4713,1250000
22 juli 2020,Hallebäcksvägen 13,"Timmervik,Kungälvskommun",113+50,163.0,5,3636,4875000
21 juli 2020,Gamla Kungälvsvägen 9B,"Kungälv-Centralt,Kungälvskommun",194,,6,1061,7300000
21 juli 2020,Diamantvägen 52,"Kode,Kungälvskommun",156,,5,557,4750000
21 juli 2020,Ametistvägen 4,"Kode,Kungälvskommun",98+95,193.0,5,866,4400000
14 juli 2020,Bollestad 310,"Bollestad,Kungälvskommun",140,,6,6876,4150000
10 juli 2020,Holm 310,"Kungälv-Kärna,Kungälvskommun",66+36,102.0,3,2077,2970000
10 juli 2020,Skårshöjd 9,"Kärna,Kungälvskommun",112,,4,988,4500000
9 juli 2020,Bärtas väg 8,"Kode,Kungälvskommun",57,,3,1503,3100000
9 juli 2020,Myrebackavägen 305,"Kareby,Kungälvskommun",166,,6,1504,4630000
3 juli 2020,Gråstensvägen 16,"Kode,Kungälvskommun",97,,4,1381,3650000
2 juli 2020,Knaverstad-Ryr 580,"Aröd,Kungälvskommun",158+4,162.0,6,1012,3650000
1 juli 2020,Pölen 120,"Kungälv-Hålta,Kungälvskommun",138+75,213.0,5,812,4800000
18 juni 2023,Gunneröd 506,"Kärna,Kungälvskommun",138,,6,1215,4930000
18 juni 2023,Oxelvägen 96,"Diseröd,Kungälvskommun",139,,5,390,4200000
16 juni 2023,Solberg 420,"Romelanda,Kungälvskommun",90+65,155.0,3,2968,2350000
15 juni 2023,Kovikshamn 160,"Kovikshamn,Kungälvskommun",124+8,132.0,4,1400,4300000
14 juni 2023,Blankas gata 3,"Kungälv-Centralt,Kungälvskommun",130+152,282.0,7,980,6350000
14 juni 2023,Ljungvägen 20,"Kode,Kungälvskommun",34,,2,304,2370000
14 juni 2023,Rubinvägen 27,"Kode,Kungälvskommun",195,,6,991,3500000
8 juni 2023,Ulvesund 419,"Kungälv-Ulvesund,Kungälvskommun",65,,2,688,3000000
8 juni 2023,Erslycke 140,"Lycke,Kungälvskommun",162+24,186.0,5,1820,5700000
3 juni 2023,Önneröd 145,"Kärna,Kungälvskommun",110,,4,1030,4675000
2 juni 2023,Ställets bygata 156,"Ytterby,Kungälvskommun",146,,7,742,6495000
1 juni 2023,Hallebäcksvägen 24,"Timmervik,Kungälvskommun",105,,4,1337,5250000
1 juni 2023,Bergkristallvägen 8,"Kode,Kungälvskommun",127+8,135.0,4,518,4795000
1 juni 2023,Hammarhöjden 670,"Bohuslän,Kungälvskommun",100+47,147.0,,1090,3200000
1 juni 2023,Sålådevägen 554,"Ullstorp,Kungälvskommun",173,,6,800,8600000
31 maj 2023,Hjälmgatan 7,"Ytterby,Kungälvskommun",96,,3,463,4000000
31 maj 2023,Strömgatan 9,"Ytterby,Kungälvskommun",127,,5,890,6295000
25 maj 2023,Krappvägen 570,"Ullstorp,Kungälvskommun",230+25,255.0,8,788,9500000
19 maj 2023,Norrmannebo 650,"Bohuslän,Kungälvskommun",143+50,193.0,6,20500,5800000
18 maj 2023,Ängsgatan  23,"Centralt,Kungälvskommun",91+87,178.0,5,743,4625000
18 maj 2023,Stenåldersgatan 14,"Stället,Kungälvskommun",107,,5,452,5050000
17 maj 2023,Spaghamnsvägen 7,"Tjuvkil,Kungälvskommun",110,,5,1664,5000000
17 maj 2023,Östergårdsgatan 3,"Ytterby,Kungälvskommun",215+62,277.0,7,1020,4860000
16 maj 2023,Romelanda nedergård 160,"Romelanda,Kungälvskommun",139,,5,1196,2625000
15 maj 2023,Toreby 240,"Kärna,Kungälvskommun",89+89,178.0,5,1245,3405000
12 maj 2023,Murhammarvägen 12,"Kungälv-Kareby,Kungälvskommun",174+17,191.0,6,700,5200000
8 maj 2023,Kämpegatan 4,"KungälvCentrum,Kungälvskommun",128+43,171.0,5,1160,5000000
7 maj 2023,Vesslegatan 14,"Olseröd,Kungälvskommun",159+17,176.0,5,349,5550000
4 maj 2023,Bastubäcksvägen 26,"Kode,Kungälvskommun",44+36,80.0,4,1199,1775000
2 maj 2023,Karantänsgatan 9,"KungälvCentrum,Kungälvskommun",130,,6,659,4500000
30 april 2023,Vävra 297,"Hålta,Kungälvskommun",161+55,216.0,5,1587,5300000
29 april 2023,Lerskärsvägen 8,"Tjuvkil,Kungälvskommun",84+50,134.0,4,1458,4500000
26 april 2023,Brunnefjällsvägen 21,"Kärna,Kungälvskommun",82+13,95.0,3,1741,3500000
26 april 2023,Klockarvägen 7,"Kungälv-Romelanda,Kungälvskommun",162,,6,706,4050000
25 april 2023,Sålådevägen 546,"Kungälv-Ullstorp,Kungälvskommun",145+19,164.0,5,804,6700000
21 april 2023,Östra Trädal 320,"Ytterby,Kungälvskommun",130+50,180.0,6,8185,7495000
20 april 2023,Lundby 565,"Kareby,Kungälvskommun",101,,3,1935,4390000
18 april 2023,Kuskalundsvägen 39,"Kungälv-Hålta,Kungälvskommun",70+13,83.0,3,1745,2600000
18 april 2023,Häradsvägen 6,"Ytterby,Kungälvskommun",137,,7,468,4250000
18 april 2023,Kareby kyrkväg 149,"Kareby,Kungälvskommun",137,,5,1951,4300000
15 april 2023,Kuskalundsvägen 32,"Hålta,Kungälvskommun",79,,3,1494,3050000
15 april 2023,Munkegärdegatan 243,"Munkegärde/Ulvegärde,Kungälvskommun",133,,6,817,5150000
14 april 2023,Backsippegatan 5,"Ytterby,Kungälvskommun",115,,5,598,4200000
10 april 2023,Stora Risby 550,"Hålta,Kungälvskommun",100+86,186.0,3,1640,3850000
3 april 2023,Västra gatan 28,"Kungälv-Centralt,Kungälvskommun",155+32,187.0,6,600,5250000
30 mars 2023,Östergårdsgatan 23,"Ytterby,Kungälvskommun",180+48,228.0,6,840,5225000
27 mars 2023,Hermansby 165,"Kärna,Kungälvskommun",134,,4,2005,4900000
24 mars 2023,Lefstad 155,"Kärna,Kungälvskommun",145,,6,1545,5700000
24 mars 2023,Kullegatan 12,"Centrum,Kungälvskommun",190+163,353.0,7,660,6600000
23 mars 2023,Bräcke 105,"Kungälv-Kärna,Kungälvskommun",204,,6,1906,5295000
16 juni 2014,Vävra 540,"Bohuslän,Kungälvskommun",53,,3,1863,2210000
15 juni 2014,Krokens Väg 18,"Tjuvkil,Kungälvskommun",70,,4,1530,2650000
11 juni 2014,Kristinedalsgatan 6,"Centralt,Kungälvskommun",177+67,244.0,6,802,4250000
31 maj 2014,Illekärr 170,"Kungälv-Romelanda,Kungälvskommun",152+80,232.0,6,6070,2720000
27 maj 2014,Lagvägen 53,"Kungälv-Ytterby,Kungälvskommun",157+51,208.0,6,779,2950000
27 maj 2014,Snäckvägen 9,"Ödsmålsmosse,Kungälvskommun",76,,3,1562,2100000
22 maj 2014,Matskärsvägen 102,"Tjuvkil,Kungälvskommun",71,,3,1433,4550000
22 maj 2014,Skårby Station 150,"Kareby,Kungälvskommun",97+50,147.0,4,3446,2020000
20 maj 2014,Solberga 510,"Solberga-Kode,Kungälvskommun",98+58,156.0,5,1517,2215000
17 maj 2014,Löstorp 130,"Kareby,Kungälvskommun",171+7,178.0,6,4580,4200000
14 maj 2014,Torsby 130,"Kärna,Kungälvskommun",95,,4,2538,2360000
10 maj 2014,Åsleröd 110,"Ytterby,Kungälvskommun",57+57,114.0,3,975,1470000
8 maj 2014,Tingsvägen 3,"Ytterby,Kungälvskommun",143,,6,723,2570000
2 maj 2014,Bremnäs 390,"Lycke,Kärna,Kungälvskommun",98,,3,2770,2850000
30 april 2014,Ulvesund 412,"Ytterby-Ulvesund,Kungälvskommun",106,,4,806,2800000
29 april 2014,Lundby 340,"Kareby,Kungälvskommun",147,,6,1648,3200000
29 april 2014,Rådalsvägen 7,"Aröd,Kungälvskommun",60+31,91.0,5,1500,2500000
26 april 2014,Västerhöjdsvägen 26,"Kärna,Kungälvskommun",103,,5,250,2900000
22 april 2014,Parken 110,"SolbergaKode,Kungälvskommun",157+100,257.0,5,4160,3950000
18 april 2014,Västra Brattön,"Brattön,Kungälvskommun",70,,4,1377,4900000
16 april 2014,Kämpegatan 7,"Centralt,Kungälvskommun",121+103,224.0,6,899,3125000
15 april 2014,Skäggstorp 160,"Kode,Kungälvskommun",28,,2,1257,600000
12 april 2014,Grokareby 110,"Kareby,Kungälvskommun",120+80,200.0,4,2367,2400000
6 april 2014,Fågelstigen 44,"Kungälv,Kungälvskommun",128,,5,377,3275000
26 mars 2014,Heden 190,"Kärna-Harestad,Kungälvskommun",74+45,119.0,4,2064,2482000
26 mars 2014,Mantalsgatan 9,"Ytterby,Kungälvskommun",175+35,210.0,8,1105,3850000
25 mars 2014,Granndalen 5,"Lycke,Kungälvskommun",91,,4,1330,2095000
21 mars 2014,Lundby 390,"Kareby,Kungälvskommun",180+115,295.0,,5123,2595000
20 mars 2014,Vältvägen 509,"Ullstorp,Kungälvskommun",105+10,115.0,4,319,3160000
18 mars 2014,Matskärsvägen 98b,"Tjuvkil,Kungälvskommun",90,,4,1012,3825000
13 mars 2014,Topasvägen 11,"Kode,Kungälvskommun",103+95,198.0,6,742,2375000
12 mars 2014,Gunneröd 170,"Lycke,Kungälvskommun",98,,3,2301,2350000
11 mars 2014,Häljeröd 550,"Kode,Kungälvskommun",135+35,170.0,4,3880,2530000
10 mars 2014,Duvesjön 312,"Duvesjön,Kungälvskommun",119,,5,1652,3100000
7 mars 2014,Lagvägen 31,"Ytterby,Kungälvskommun",89+76,165.0,4,1330,2175000
5 mars 2014,Helgonagatan 192,"Munkegärde,Kungälvskommun",93+21,114.0,5,191,2900000
4 mars 2014,Högalidsgatan 5,"Centralt,Kungälvskommun",109+109,218.0,4,805,2820000
27 februari 2014,Solhultsgatan 17,"Centralt,Kungälvskommun",189+15,204.0,8,481,2900000
20 februari 2014,Gunneröd 270,"Lycke,Kungälvskommun",57+45,102.0,4,2646,1850000
13 februari 2014,Lönnvägen 3,"Enekullen,Kungälvskommun",148,,6,635,3100000
8 februari 2014,Ulvesund 410,"Ytterby-Ulvesund,Kungälvskommun",77+25,102.0,5,795,2230000
3 februari 2014,Ulvebackegatan 12,"Ulvegärde,Kungälvskommun",140+38,178.0,5,914,3625000
21 januari 2014,Gårdskiftegatan 16,"Ytterby,Kungälvskommun",114,,5,139,2083000
21 januari 2014,Fridhemsgatan 9,"Centralt,Kungälvskommun",137+90,227.0,6,850,3525000
17 januari 2014,Bärnstensvägen 6,"Kode,Kungälvskommun",93+92,185.0,4,1009,2275000
15 januari 2014,Prejelvägen 110,"Ullstorp,Kungälvskommun",122+5,127.0,5,320,3230000
23 december 2013,Ulvesund 464,"Ytterby-Ulvesund,Kungälvskommun",63,,2,743,1750000
16 december 2013,Hällristningsgatan 15,"Stället,Kungälvskommun",107+5,112.0,5,430,3300000
12 december 2013,Väktaregatan 5,"Centralt,Kungälvskommun",142+70,212.0,6,566,4850000
6 december 2013,Solskiftegatan 9,"Tega,Kungälvskommun",140+58,198.0,6,958,2850000
8 april 2016,Gunneröd 320,"Lycke,Kungälvskommun",145,,5,1144,3150000
6 april 2016,Gårdskiftegatan 64,"Ytterby,Kungälvskommun",139+31,170.0,7,803,3200000
4 april 2016,Lahälla 610,"Skåra,Kungälvskommun",160+82,242.0,6,2098,5450000
29 mars 2016,Plogvägen 203,"Kungälv,Kungälvskommun",122+9,131.0,5,295,4480000
24 mars 2016,Gamla Torget 10,"Centrum,Kungälvskommun",113,,4,134,3970000
24 mars 2016,Solskiftegatan 9,"Kungälv,Kungälvskommun",140+58,198.0,6,958,3850000
23 mars 2016,Högsberg 325,"Kode,Kungälvskommun",100,,4,1662,3250000
22 mars 2016,Matskärsvägen 37,"Tjuvkil,Kungälvskommun",83+48,131.0,5,1430,3530000
21 mars 2016,Flateby 490,"Harestad,Kungälvskommun",165+67,232.0,7,1030,1995000
18 mars 2016,Knaverstad-Ryr 590,"Aröd,Kungälvskommun",90,,3,1007,2500000
17 mars 2016,Plogvägen 193,"Ullstorp,Kungälvskommun",106,,4,407,3925000
16 mars 2016,Näckrosvägen 7,"Kärna,Kungälvskommun",148+75,223.0,6,1553,4220000
11 mars 2016,Sköldgatan 3,"Ytterby-Stället,Kungälvskommun",136,,4,443,4150000
9 mars 2016,Duvesjön 368,"Romelanda,Kungälvskommun",117+35,152.0,5,1132,3225000
8 mars 2016,Stora Ryr 340,"Kärna,Kungälvskommun",144+12,156.0,5,952,2900000
4 mars 2016,Björkliden 18,"Aröd,Kungälvskommun",60+60,120.0,3,1050,2470000
2 mars 2016,Kärnavägen 27,"Kärna,Kungälvskommun",150+30,180.0,6,862,3730000
29 februari 2016,Dotorp 470,"Kärna,Kungälvskommun",70,,,19948,1580000
24 februari 2016,Marias Väg 18,"Aröd,Kungälvskommun",73,,3,1498,2000000
24 februari 2016,Stenhålt 125,"Romelanda,Kungälvskommun",157+38,195.0,6,5000,3275000
24 februari 2016,Hasselvägen 7,"Romelanda,Kungälvskommun",134+48,182.0,7,977,3410000
23 februari 2016,Skårsäng 2,"Kärna,Kungälvskommun",114,,5,,3195000
20 februari 2016,Tegskiftegatan 46,"Tega,Kungälvskommun",114+117,231.0,8,865,4100000
19 februari 2016,Skårby Mosse 895,"Kareby,Kungälvskommun",156,,5,1583,3500000
17 februari 2016,Duvesjön 317,"Romelanda,Kungälvskommun",103,,5,1084,3150000
15 februari 2016,Staby 340,"Kärna,Kungälvskommun",159+125,284.0,6,1207,4500000
11 februari 2016,Tulpanvägen 4,"Kärna,Kungälvskommun",118+70,188.0,6,783,3500000
10 februari 2016,Östergårdsgatan 31,"Ytterby,Kungälvskommun",154+54,208.0,6,809,3880000
9 februari 2016,Oskarsbergsgatan 20,"Ytterby,Kungälvskommun",120+68,188.0,6,929,4020000
29 januari 2016,Byvägen 20,"Kode,Kungälvskommun",64+25,89.0,4,1642,2600000
26 januari 2016,Reidarsgatan 5,"Komarken,Kungälvskommun",119+57,176.0,6,686,2650000
24 januari 2016,Slånbärsvägen 9,"Kungälv-Centralt,Kungälvskommun",140,,4,855,5350000
22 januari 2016,Ulvesund 438,"Kungälv-Ytterby,Kungälvskommun",90,,5,760,3150000
19 januari 2016,Bredsten 416,"Ytterby,Kungälvskommun",158+14,172.0,6,26920,6800000
18 januari 2016,Skårby Station 520,"Kareby,Kungälvskommun",117+55,172.0,5,1060,2995000
18 januari 2016,Vena 170,"Vena-Ytterby,Kungälvskommun",183+1,184.0,6,2650,3700000
16 januari 2016,Granndalen 2,"Lycke,Kungälvskommun",114,,4,1619,2175000
13 januari 2016,Hanekullen 205,"Kareby,Kungälvskommun",90+90,180.0,2,1885,3900000
13 januari 2016,Smaragdvägen 30,"Kode,Kungälvskommun",131+14,145.0,5,362,3430000
12 januari 2016,Hallbjörtorp 500,"Kärna,Kungälvskommun",162,,6,2752,4070000
10 januari 2016,Mantalsgatan 26,"Tega-Ytterby,Kungälvskommun",153+54,207.0,7,1922,4570000
5 januari 2016,Skepparegatan 5,"Marstrand-Koön,Kungälvskommun",184+25,209.0,9,474,8000000
22 december 2015,Spadvägen 1,"Ullstorp,Kungälvskommun",75+40,115.0,3,1236,2970000
8 december 2015,Timmervik 140,"Bohuslän,Kungälvskommun",180+45,225.0,7,1119,3695000
6 december 2015,Häljeröd 490,"Bohuslän,Kungälvskommun",205+100,305.0,9,4355,4975000
2 december 2015,Näckrosvägen 7,"Kungälv,Kungälvskommun",,,9,1300,1200000
26 november 2015,Duvesjön 374,"Duvesjön,Kungälvskommun",110,,4,1000,3150000
26 november 2015,Blåsippegatan 3,"Ytterby,Kungälvskommun",182,,6,579,4600000
23 november 2015,Heavägen 13,"Lycke,Kungälvskommun",121,,4,970,3300000
17 november 2015,Mossvägen 13,"KungälvLökeberg,Kungälvskommun",96+10,106.0,4,1376,2600000
7 juli 2018,Bufferöd 150,"Kungälv-Hålta,Kungälvskommun",130+130,260.0,6,1209,4550000
6 juli 2018,Bäckliden 6A,"Bohuslän,Kungälvskommun",116,,6,880,5710000
6 juli 2018,Dösebacka 310,"Romelanda,Kungälvskommun",102+97,199.0,4,949,3450000
6 juli 2018,Tegskiftegatan 20,"Ytterby,Kungälvskommun",102+102,204.0,6,969,4525000
1 juli 2018,Fjällsholmen 360,"KÄRNA,Kungälvskommun",62,,3,1780,3110000
30 juni 2018,Glöskär 640,"Bohuslän,Kungälvskommun",72,,3,3456,3800000
21 juni 2018,Skårby mosse 930,"Kareby,Kungälvskommun",167+20,187.0,7,1299,3800000
21 juni 2018,Lundby 502,"Kareby,Kungälvskommun",137,,4,4214,4550000
15 juni 2018,Helgonagatan 50,"Munkegärde,Kungälvskommun",117,,4,2003,3890000
15 juni 2018,Heavägen 15,"Lycke,Kungälvskommun",177,,6,2041,5000000
